Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Dewpoint Temperature [C](TimeStep),Environment:Site Outdoor Air Humidity Ratio [kgWater/kgDryAir](TimeStep),Environment:Site Outdoor Air Relative Humidity [%](TimeStep),PERIMETER_ZN_1:People Occupant Count [](TimeStep),EMS:PerimeterZN1_Q_Sen [W](TimeStep),EMS:PerimeterZN1_Q_Lat [W](TimeStep),PERIMETER_ZN_1_WALL_WEST:Surface Inside Face Temperature [C](TimeStep),PERIMETER_ZN_1_WALL_SOUTH:Surface Inside Face Temperature [C](TimeStep),PERIMETER_ZN_1_WALL_SOUTH_WINDOW_1:Surface Inside Face Temperature [C](TimeStep),PERIMETER_ZN_1_WALL_SOUTH_WINDOW_2:Surface Inside Face Temperature [C](TimeStep),PERIMETER_ZN_1_WALL_SOUTH_WINDOW_3:Surface Inside Face Temperature [C](TimeStep),PERIMETER_ZN_1_WALL_SOUTH_WINDOW_4:Surface Inside Face Temperature [C](TimeStep),PERIMETER_ZN_1_WALL_SOUTH_WINDOW_5:Surface Inside Face Temperature [C](TimeStep),PERIMETER_ZN_1_WALL_SOUTH_WINDOW_6:Surface Inside Face Temperature [C](TimeStep),PERIMETER_ZN_1_WALL_EAST:Surface Inside Face Temperature [C](TimeStep),PERIMETER_ZN_1_WALL_NORTH:Surface Inside Face Temperature [C](TimeStep),PERIMETER_ZN_1_FLOOR:Surface Inside Face Temperature [C](TimeStep),PERIMETER_ZN_1_CEILING:Surface Inside Face Temperature [C](TimeStep),PERIMETER_ZN_1:Zone Mean Radiant Temperature [C](TimeStep),PERIMETER_ZN_1:Zone Mean Air Dewpoint Temperature [C](TimeStep),PERIMETER_ZN_1:Zone Air Temperature [C](TimeStep),PERIMETER_ZN_1:Zone Air Humidity Ratio [](TimeStep),PERIMETER_ZN_1:Zone Air Relative Humidity [%](TimeStep),PERIMETER_ZN_1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),PERIMETER_ZN_1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),PERIMETER_ZN_2:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),PERIMETER_ZN_2:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),FMU_PERIMETER_ZN_1_PH:Schedule Value [](TimeStep),FMU_PERIMETER_ZN_1_PF:Schedule Value [](TimeStep),PERIMETER_ZN_1 NODE1:System Node Temperature [C](TimeStep),PERIMETER_ZN_1 NODE1:System Node Mass Flow Rate [kg/s](TimeStep),PERIMETER_ZN_1 NODE1:System Node Humidity Ratio [kgWater/kgDryAir](TimeStep) 
 08/25  09:35:00,26.383333333333334,14.108333333333335,0.01059873424158107,47.58333333333333,11.278793482259142,0.0,0.0,28.774844650505913,29.274736683637909,31.379017632592537,31.37898604974646,31.37898604974646,31.378986049746687,31.37898604974589,31.37901764202104,29.03603013618185,28.84966211015863,29.371482102965954,29.745685039327264,29.496056578766845,27.86859536506279,30.396757574655607,0.024849236509623234,86.40883649360362,21.0,26.7,20.0,25.56,0.0,0.0,30.388289908124024,0.0,0.024797486612338827 
 08/25  09:36:00,26.439999999999999,14.100000000000002,0.010593149703560607,47.400000000000009,11.278793482259142,0.0,0.0,28.781796534800859,29.28662282004618,31.445800015793453,31.445768573675538,31.445768573676163,31.44576857367531,31.44576857367531,31.445800018851345,29.04268594665691,28.85630151602895,29.373082492505057,29.757387344993494,29.504902563356365,27.902915088179005,30.405239728538907,0.024901020711359979,86.53995451421625,21.0,26.7,20.0,25.56,0.0,0.0,30.396757574655607,0.0,0.024849236509623234 
 08/25  09:37:00,26.496666666666667,14.091666666666667,0.010587391624999247,47.21666666666667,11.278793482259142,0.0,0.0,28.788762657156356,29.29857048456454,31.51265829934789,31.512626997049666,31.512626997049666,31.512626997050803,31.512626997050803,31.512658298789519,29.049353700744495,28.862955636648136,29.37468452368224,29.769117017745914,29.513767589070189,27.93719187043906,30.41373681818762,0.02495283937891681,86.67093930501466,21.0,26.7,20.0,25.56,0.0,0.0,30.405239728538907,0.0,0.024901020711359979 
 08/25  09:38:00,26.553333333333336,14.083333333333333,0.010581459658182042,47.03333333333333,11.278793482259142,0.0,0.0,28.795749348060764,29.310586898760076,31.57958470579564,31.579553542588429,31.57955354258877,31.57955354258752,31.579553542587577,31.579584704440096,29.056039778008495,28.869629823321217,29.37634461780885,29.78088147233369,29.52269975995482,27.97142766548476,30.422249601718879,0.025004692676696376,86.80179103452808,21.0,26.7,20.0,25.56,0.0,0.0,30.41373681818762,0.0,0.02495283937891681 
 08/25  09:39:00,26.61,14.075,0.0105753516377169,46.849999999999997,11.278793482259142,0.0,0.0,28.80275262045218,29.322666920007057,31.646632829423085,31.646601804783587,31.64660180478313,31.646601804783246,31.646601804783928,31.646632827874784,29.062740328097474,28.876321220905479,29.378006343639485,29.792675463425178,29.531652733305696,28.005621391351157,30.43077881662149,0.02505658077216983,86.93250039314666,21.0,26.7,20.0,25.56,0.0,0.0,30.422249601718879,0.0,0.025004692676696376 
 08/25  09:40:00,26.666666666666666,14.066666666666667,0.010569067210244947,46.66666666666667,11.278793482259142,0.0,0.0,28.80977147417194,29.334809634408189,31.713731257801329,31.713700371280539,31.713700371280539,31.713700371281676,31.713700371281165,31.71373125621301,29.0694546268076,28.883029138881175,29.379669658622743,29.804497849046297,29.540624689621425,28.039772307132396,30.439324977665959,0.02510850383645895,87.06307228012521,21.0,26.7,20.0,25.56,0.0,0.0,30.43077881662149,0.0,0.02505658077216983 
 08/25  09:41:00,26.723333333333334,14.058333333333334,0.010562605414027175,46.483333333333337,11.278793482259142,0.0,0.0,28.81680555607946,29.34701450736878,31.780914334362934,31.78088358564986,31.780883585649918,31.78088358564861,31.780883585649918,31.780914332768988,29.076182602244413,28.889753452726919,29.381334672262637,29.8163480368692,29.54961647433088,28.073883326386519,30.447888460056608,0.02516046204397456,87.19349735985361,21.0,26.7,20.0,25.56,0.0,0.0,30.439324977665959,0.0,0.02510850383645895 
 08/25  09:42:00,26.78,14.05,0.010555965886323864,46.3,11.278793482259142,0.0,0.0,28.823855530661775,29.359282312064427,31.848152176019199,31.84812156488033,31.848121564881298,31.848121564880445,31.848121564880786,31.84815217442906,29.08292534362957,28.896495403253966,29.38305610050784,29.82822666883688,29.558639130819548,28.10795241257605,30.45646963739298,0.0252124555719506,87.32378054380254,21.0,26.7,20.0,25.56,0.0,0.0,30.447888460056608,0.0,0.02516046204397456 
 08/25  09:43:00,26.83666666666667,14.041666666666668,0.01054914645421246,46.11666666666667,11.278793482259142,0.0,0.0,28.830920696435976,29.37161183389702,31.915482490890157,31.915452017212034,31.91545201721351,31.9154520172126,31.91545201721351,31.915482489306898,29.089682463737657,28.903254128660899,29.384779117381155,29.84013245917085,29.567681683365806,28.141980024627466,30.4650688642497,0.025264484599630635,87.45391723451388,21.0,26.7,20.0,25.56,0.0,0.0,30.45646963739298,0.0,0.0252124555719506 
 08/25  09:44:00,26.893333333333336,14.033333333333335,0.010542146749323392,45.93333333333334,11.278793482259142,0.0,0.0,28.83800618513234,29.384009003006886,31.982871276666857,31.982840940389225,31.982840940388145,31.98284094038877,31.982840940388088,31.98287127509036,29.096459732174777,28.910033241142789,29.386506478790328,29.85207135729238,29.576781112932517,28.17596721622402,30.473686740643499,0.025316549308394496,87.58390759163231,21.0,26.7,20.0,25.56,0.0,0.0,30.4650688642497,0.0,0.025264484599630635 
 08/25  09:45:00,26.950000000000004,14.025,0.01053496639751146,45.75,11.278793482259142,0.0,0.0,28.845108454139504,29.39646902735463,32.05035147557726,32.05032127672416,32.05032127672371,32.05032127672405,32.05032127672399,32.05035147400861,29.103253993139007,28.916830288513006,29.38823548460676,29.86403839475748,29.585900322887136,28.209913845456805,30.482323824150645,0.02536864988256313,87.71374221463754,21.0,26.7,20.0,25.56,0.0,0.0,30.473686740643499,0.0,0.025316549308394496 
 08/25  09:46:00,27.006666666666669,14.016666666666668,0.010527603220380969,45.56666666666666,11.278793482259142,0.0,0.0,28.85222779997864,29.40899225558674,32.11789474648083,32.11786468511991,32.117864685118778,32.11786468511957,32.11786468512014,32.11789474491786,29.110066115463778,28.923646199036435,29.390021185836028,29.876033820363714,29.595051098569184,28.24382054280241,30.490980553019165,0.025420786509209728,87.84342603149786,21.0,26.7,20.0,25.56,0.0,0.0,30.482323824150645,0.0,0.02536864988256313 
 08/25  09:47:00,27.063333333333334,14.008333333333333,0.010520056838168713,45.38333333333333,11.278793482259142,0.0,0.0,28.85936306335001,29.421577091641124,32.185497828305759,32.185467904545138,32.18546790454707,32.18546790454718,32.185467904546218,32.18549782675109,29.11689546699539,28.930479720877984,29.39180837929661,29.888055912279659,29.604220929869414,28.277686838146228,30.499657240052984,0.025472959378183885,87.97295440950141,21.0,26.7,20.0,25.56,0.0,0.0,30.490980553019165,0.0,0.025420786509209728 
 08/25  09:48:00,27.12,14.0,0.010512326865207084,45.199999999999999,11.278793482259142,0.0,0.0,28.866513761043163,29.434222784508806,32.2531484667212,32.253118680709409,32.25311868070969,32.25311868070986,32.253118680709807,32.253148465173698,29.12374208884235,28.937330401112197,29.393597138602144,29.900103822782744,29.613409189309946,28.31151319235087,30.508354101733944,0.025525168681860299,88.10232750151673,21.0,26.7,20.0,25.56,0.0,0.0,30.499657240052984,0.0,0.025472959378183885 
 08/25  09:49:00,27.176666666666667,13.991666666666668,0.01050441111778054,45.016666666666669,11.278793482259142,0.0,0.0,28.87367964166083,29.446928788508879,32.32088359730835,32.32085394925679,32.32085394925707,32.32085394925696,32.3208539492565,32.32088359576858,29.13060630841006,28.944198137249655,29.395387600316228,29.91217703876061,29.622616847407327,28.345300095066045,30.5170713209309,0.025577414614181516,88.2315406533212,21.0,26.7,20.0,25.56,0.0,0.0,30.508354101733944,0.0,0.025525168681860299 
 08/25  09:50:00,27.233333333333336,13.983333333333335,0.010496309204616195,44.833333333333339,11.278793482259142,0.0,0.0,28.88086733741841,29.459702385853416,32.38864886020235,32.388619350320428,32.388619350320428,32.38861935032082,32.38861935032048,32.38864885867042,29.137494945715614,28.951088082792635,29.397237613217098,29.924282948296875,29.63189322896331,28.379047537571496,30.525809428970285,0.025629697370612243,88.36059400650018,21.0,26.7,20.0,25.56,0.0,0.0,30.5170713209309,0.0,0.025577414614181516 
 08/25  09:51:00,27.29,13.975,0.01048802072840684,44.65,11.278793482259142,0.0,0.0,28.888072347892643,29.472537746784057,32.456483321501767,32.45645395004942,32.45645395004965,32.45645395005056,32.45645395004976,32.456483319974498,29.1444032906821,28.957996798166496,29.3990890679099,29.936415599877415,29.64118847585882,28.412756516667863,30.53456893633674,0.025682017149106487,88.48948771023963,21.0,26.7,20.0,25.56,0.0,0.0,30.525809428970285,0.0,0.025629697370612243 
 08/25  09:52:00,27.346666666666669,13.966666666666667,0.010479543500274389,44.46666666666666,11.278793482259142,0.0,0.0,28.89529386273348,29.485433741494178,32.52437769774781,32.52434846501285,32.52434846501296,32.524348465013307,32.524348465013648,32.52437769622907,29.151329661624467,28.964923583032243,29.400942154131408,29.94857384873004,29.650502688730265,28.44642648809802,30.543350141452444,0.025734374150111967,88.61822192130589,21.0,26.7,20.0,25.56,0.0,0.0,30.53456893633674,0.0,0.025682017149106487 
 08/25  09:53:00,27.403333333333334,13.958333333333333,0.010470877117320242,44.28333333333334,11.278793482259142,0.0,0.0,28.90253129463191,29.49838948353072,32.592324977844899,32.5922958841291,32.592295884127739,32.59229588412893,32.59229588412859,32.59232497633241,29.158272485821159,28.971867978019973,29.402796830928854,29.960756808238025,29.659835216443076,28.4800576612868,30.55215320011391,0.025786768576452409,88.74678712674086,21.0,26.7,20.0,25.56,0.0,0.0,30.543350141452444,0.0,0.025734374150111967 
 08/25  09:54:00,27.46,13.95,0.010462020576856992,44.1,11.278793482259142,0.0,0.0,28.909785333857728,29.511405497328047,32.66029352787973,32.66026457347925,32.66026457348039,32.66026457348005,32.66026457348033,32.6602935263752,29.16523147524782,28.978831040164697,29.404708952216944,29.972965004309459,29.669197160854947,28.513650046801918,30.56097826685531,0.0258392006327317,88.87518830069358,21.0,26.7,20.0,25.56,0.0,0.0,30.55215320011391,0.0,0.025786768576452409 
 08/25  09:55:00,27.51666666666667,13.941666666666669,0.010452973465875482,43.916666666666667,11.278793482259142,0.0,0.0,28.917055099885073,29.524480321465278,32.72832813441198,32.728299319671069,32.72829931967101,32.72829931967084,32.72829931967067,32.72832813291501,29.1722050214218,28.985811749587357,29.406622558551125,29.985197074577365,29.678577398923964,28.54720477450362,30.569825483647354,0.02589167052515959,89.0034255968965,21.0,26.7,20.0,25.56,0.0,0.0,30.56097826685531,0.0,0.0258392006327317 
 08/25  09:56:00,27.573333333333335,13.933333333333334,0.010443733588865016,43.733333333333337,11.278793482259142,0.0,0.0,28.92434601120328,29.537619890732349,32.796391681328149,32.79636300658058,32.796363006580239,32.79636300658069,32.79636300658035,32.79639167983737,29.179197985874116,28.99281370191674,29.40854047216637,29.997459143944537,29.688013997513609,28.580720525003576,30.578695254261203,0.025944178460991266,89.1314991718481,21.0,26.7,20.0,25.56,0.0,0.0,30.569825483647354,0.0,0.02589167052515959 
 08/25  09:57:00,27.630000000000004,13.925,0.010434300527246313,43.550000000000007,11.278793482259142,0.0,0.0,28.931654229174677,29.550819078101286,32.86452160419026,32.86449306980421,32.86449306980478,32.86449306980518,32.864493069805238,32.86452160270903,29.186206077493034,28.99983425635969,29.410459926115288,30.009746086826806,29.697468638323334,28.61419983897862,30.58758794722066,0.02599672464937539,89.25939945738569,21.0,26.7,20.0,25.56,0.0,0.0,30.578695254261203,0.0,0.025944178460991266 
 08/25  09:58:00,27.686666666666669,13.916666666666668,0.010424673856097834,43.36666666666667,11.278793482259142,0.0,0.0,28.938979955938707,29.564078015357017,32.932664702689979,32.932636309011517,32.93263630901083,32.93263630901083,32.93263630901106,32.9326647012154,29.19322906123582,29.006874126879194,29.41243682110071,30.0220580528463,29.706952444837787,28.64764124729846,30.596503804316034,0.02604930930190502,89.38713145481651,21.0,26.7,20.0,25.56,0.0,0.0,30.58758794722066,0.0,0.02599672464937539 
 08/25  09:59:00,27.743333333333334,13.908333333333334,0.01041485137512714,43.18333333333334,11.278793482259142,0.0,0.0,28.946322032507916,29.577394968726936,33.00084415631136,33.00081590370081,33.00081590370132,33.00081590370104,33.000815903701099,33.000844154843438,29.20026532264455,29.013932023938886,29.414415090824986,30.0343933985863,29.71645347616033,28.681045258515149,30.6054429475224,0.026101932631966745,89.51469531888042,21.0,26.7,20.0,25.56,0.0,0.0,30.596503804316034,0.0,0.02604930930190502 
 08/25  10:00:00,27.8,13.9,0.010404832653859298,43.0,11.278793482259142,0.0,0.0,28.95367985917574,29.590769051352284,33.069047817484037,33.069019706305088,33.069019706305599,33.06901970630554,33.06901970630565,33.06904781602407,29.20731386922394,29.021007416528538,29.416394819050617,30.046751317133145,29.725971042291513,28.71441219546835,30.614405409662969,0.026154594854484949,89.64208632370559,21.0,26.7,20.0,25.56,0.0,0.0,30.6054429475224,0.0,0.026101932631966745 
 08/25  10:01:00,27.81833333333333,13.863333333333334,0.010383320103298804,42.86666666666667,11.278793482259142,0.0,0.0,28.96098783735061,29.60416881695784,33.11425048278522,33.11422251830476,33.11422251830504,33.114222518305158,33.114222518304249,33.11425048133202,29.214308502046639,29.028013308734818,29.41834408240634,30.059053385384268,29.73479736416721,28.747702184906435,30.623379347174546,0.026207231915885335,89.76915695664265,21.0,26.7,20.0,25.56,0.0,0.0,30.614405409662969,0.0,0.026154594854484949 
 08/25  10:02:00,27.83666666666667,13.826666666666668,0.01036174928272532,42.733333333333337,11.278793482259142,0.0,0.0,28.968293643510017,29.617621286090619,33.160450410420938,33.16042259031701,33.16042259031758,33.16042259031735,33.160422590316787,33.16045040897575,29.221297287597467,29.035010059356258,29.420351078268906,30.071360653354938,29.74370602175494,28.780888981948477,30.632357749987876,0.02625980262047207,89.8958063089513,21.0,26.7,20.0,25.56,0.0,0.0,30.623379347174546,0.0,0.026207231915885335 
 08/25  10:03:00,27.855,13.79,0.010340120114223873,42.6,11.278793482259142,0.0,0.0,28.97559795050197,29.631122133890746,33.20667164785834,33.20664397277727,33.2066439727779,33.20664397277699,33.20664397277784,33.20667164642077,29.22828822064623,29.042001383757524,29.42235863998103,30.083671851568594,29.75262112137483,28.813963743558767,30.641338485436689,0.026312291989584237,90.02200045838726,21.0,26.7,20.0,25.56,0.0,0.0,30.632357749987876,0.0,0.02625980262047207 
 08/25  10:04:00,27.873333333333336,13.753333333333334,0.010318432519838139,42.46666666666667,11.278793482259142,0.0,0.0,28.982902671323573,29.644671279898057,33.25292979195365,33.25290226232784,33.25290226232755,33.252902262327328,33.25290226232693,33.25292979052324,29.235297930749416,29.048990885325027,29.42436707658746,30.095989111770995,29.761545567404899,28.846926106138274,30.65032155435261,0.02636469756726031,90.14773203689367,21.0,26.7,20.0,25.56,0.0,0.0,30.641338485436689,0.0,0.026312291989584237 
 08/25  10:05:00,27.891666666666667,13.716666666666667,0.010296686421570802,42.33333333333333,11.278793482259142,0.0,0.0,28.99020869597445,29.658268462452424,33.29921328598749,33.29918590224406,33.299185902244008,33.29918590224321,33.29918590224372,33.299213284564078,29.242337982370747,29.055980777429434,29.42637638935527,30.10831348341763,29.77047988178289,28.87977501081614,30.659307434362188,0.026417020099583845,90.27299927585881,21.0,26.7,20.0,25.56,0.0,0.0,30.65032155435261,0.0,0.02636469756726031 
 08/25  10:06:00,27.91,13.68,0.010274881741383552,42.2,11.278793482259142,0.0,0.0,28.99751718676857,29.671914372464259,33.34551431335012,33.345487075900397,33.34548707589988,33.34548707590017,33.34548707590034,33.3455143119354,29.249412096579769,29.062973768483553,29.428431334334414,30.12064650636421,29.779434122375073,28.912513524051744,30.668296574616006,0.02646926009457472,90.3977995934422,21.0,26.7,20.0,25.56,0.0,0.0,30.659307434362188,0.0,0.026417020099583845 
 08/25  10:07:00,27.92833333333333,13.643333333333333,0.010253018401197238,42.06666666666667,11.278793482259142,0.0,0.0,29.00482774193665,29.685607837806136,33.39182858182562,33.39180149106227,33.39180149106187,33.39180149106198,33.391801491062668,33.391828580418067,29.25651663053135,29.069970148358736,29.430487031681904,30.13298748539416,29.78839827001244,28.945141013660558,30.677289275566936,0.02652141732783209,90.52213290977856,21.0,26.7,20.0,25.56,0.0,0.0,30.668296574616006,0.0,0.02646926009457472 
 08/25  10:08:00,27.946666666666667,13.606666666666668,0.010231095744711035,41.93333333333333,11.278793482259142,0.0,0.0,29.01214251722898,29.69935090941528,33.438145719649018,33.438118775944989,33.43811877594419,33.438118775944648,33.43811877594419,33.43814571824936,29.26364815808999,29.076972131287819,29.43254469249891,30.145338834280396,29.797387632661079,28.977658002026187,30.686285846108185,0.026573491152981019,90.6460027029942,21.0,26.7,20.0,25.56,0.0,0.0,30.677289275566936,0.0,0.02652141732783209 
 08/25  10:09:00,27.965,13.57,0.010209114851468275,41.8,11.278793482259142,0.0,0.0,29.01946004650781,29.713141152024329,33.484494438805317,33.48446764253339,33.484467642533619,33.4844676425335,33.48446764253373,33.48449443741333,29.27079899738165,29.083979293334165,29.43460324230795,30.157698301310935,29.80638695499691,29.010064715417675,30.695286547048835,0.026625480789730074,90.76939721381754,21.0,26.7,20.0,25.56,0.0,0.0,30.686285846108185,0.0,0.026573491152981019 
 08/25  10:10:00,27.983333333333336,13.533333333333334,0.010187075063747633,41.66666666666667,11.278793482259142,0.0,0.0,29.026780811476497,29.726978691222685,33.5308306888835,33.53080404037814,33.53080404037928,33.53080404037837,33.53080404037854,33.53083068749817,29.277963810265498,29.09099291325481,29.43670881005366,30.17006606564746,29.81540494558294,29.042359295841118,30.704291601858615,0.02667738545005794,90.89231451252442,21.0,26.7,20.0,25.56,0.0,0.0,30.695286547048835,0.0,0.026625480789730074 
 08/25  10:11:00,28.001666666666666,13.496666666666667,0.010164976303307842,41.53333333333333,11.278793482259142,0.0,0.0,29.03410400229401,29.74086198423481,33.57718048275183,33.57715398234507,33.57715398234495,33.57715398234507,33.5771539823445,33.57718048137508,29.285136725728998,29.098012454396537,29.438815101724705,30.182440662107579,29.82443180148257,29.074544115253909,30.71330118202939,0.02672920436623829,91.0147576982659,21.0,26.7,20.0,25.56,0.0,0.0,30.704291601858615,0.0,0.02667738545005794 
 08/25  10:12:00,28.020000000000004,13.46,0.010142818491866794,41.4,11.278793482259142,0.0,0.0,29.041429379883927,29.75479007687037,33.62353294913237,33.62350659713297,33.62350659713377,33.62350659713252,33.62350659713252,33.62353294776278,29.292313101736665,29.105037856549907,29.440922166936237,30.19482116593734,29.833466738023746,29.106618267419888,30.72231540083414,0.026780936785607859,91.13672002602044,21.0,26.7,20.0,25.56,0.0,0.0,30.71330118202939,0.0,0.02672920436623829 
 08/25  10:13:00,28.038333333333335,13.423333333333334,0.010120601551102666,41.266666666666669,11.278793482259142,0.0,0.0,29.04875668363698,29.768762043837666,33.66988166922641,33.669855465924,33.66985546592366,33.669855465923209,33.669855465923209,33.669881667864618,29.299489126405317,29.112069075983315,29.44302996571384,30.207206685710898,29.842509092419335,29.13858137568438,30.731334334052,0.026832581962007476,91.25819972156157,21.0,26.7,20.0,25.56,0.0,0.0,30.72231540083414,0.0,0.026780936785607859 
 08/25  10:14:00,28.056666666666666,13.386666666666667,0.010098325402653121,41.133333333333329,11.278793482259142,0.0,0.0,29.056089823143176,29.782781663900797,33.71622004442105,33.71619399008375,33.71619399008455,33.716193990085,33.716193990085,33.71622004306755,29.30666581858487,29.11910952469922,29.445186792197434,30.21960118957695,29.851589749766846,29.170433285789973,30.740358266797807,0.02688413915121951,91.3791950230784,21.0,26.7,20.0,25.56,0.0,0.0,30.731334334052,0.0,0.026832581962007476 
 08/25  10:15:00,28.075000000000004,13.350000000000002,0.010075989968115967,41.0,11.278793482259142,0.0,0.0,29.0634261950617,29.79684485896676,33.76255477857893,33.76252887346095,33.76252887346175,33.76252887346095,33.76252887346095,33.76255477723396,29.31383818280179,29.12615705798507,29.44734417020641,30.232000589186133,29.860677276640354,29.202175831557115,30.74938746593952,0.02693560761012658,91.4996991972268,21.0,26.7,20.0,25.56,0.0,0.0,30.740358266797807,0.0,0.02688413915121951 
 08/25  10:16:00,28.093333333333339,13.313333333333335,0.010053595169049185,40.86666666666667,11.278793482259142,0.0,0.0,29.070765171879633,29.810950289930717,33.80886556337407,33.8088398077025,33.80883980770227,33.808839807702728,33.808839807702728,33.80886556203569,29.321003749386063,29.133211177594704,29.449502183857449,30.24440360291823,29.869770972632275,29.233807004326974,30.758422058415964,0.026986986596961264,91.61971048368707,21.0,26.7,20.0,25.56,0.0,0.0,30.74938746593952,0.0,0.02693560761012658 
 08/25  10:17:00,28.111666666666669,13.276666666666668,0.010031140360973863,40.733333333333337,11.278793482259142,0.0,0.0,29.078106506978999,29.825096831697747,33.855176970935307,33.85515136492734,33.85515136492836,33.855151364927568,33.855151364927568,33.855176969604318,29.328160731449086,29.140271710220455,29.451660905204869,30.256809286446136,29.87887115655114,29.265328072333906,30.767462089823238,0.02703827537108581,91.73923212554081,21.0,26.7,20.0,25.56,0.0,0.0,30.758422058415964,0.0,0.026986986596961264 
 08/25  10:18:00,28.130000000000004,13.24,0.01000862659873091,40.599999999999997,11.278793482259142,0.0,0.0,29.085450875514519,29.839284436939314,33.901451330545118,33.90142587438697,33.901425874386578,33.90142587438601,33.90142587438601,33.90145132922373,29.33530849829581,29.14733958444677,29.453867456303585,30.269217720763686,29.887986710409906,29.296738085884749,30.776507621029429,0.02708947319322355,91.8582574016517,21.0,26.7,20.0,25.56,0.0,0.0,30.767462089823238,0.0,0.02703827537108581 
 08/25  10:19:00,28.148333333333335,13.203333333333334,0.009986053236396632,40.46666666666667,11.278793482259142,0.0,0.0,29.092797505016259,29.853511338279334,33.947717411710929,33.94769210557706,33.947692105576269,33.94769210557757,33.94769210557757,33.94771741039597,29.34244533899041,29.15441392034629,29.456074535023356,30.281627357112027,29.89710779101718,29.328037561719339,30.785558702475038,0.027140579325088788,91.97678458141661,21.0,26.7,20.0,25.56,0.0,0.0,30.776507621029429,0.0,0.02708947319322355 
 08/25  10:20:00,28.166666666666669,13.166666666666668,0.009963420195370488,40.333333333333339,11.278793482259142,0.0,0.0,29.100149435531497,29.867780132052269,33.99396503161893,33.993939875664128,33.99393987566407,33.993939875663958,33.993939875663958,33.99396503031289,29.349573454336747,29.161496576570348,29.458283771227018,30.29404113039865,29.906256545434546,29.35922694319119,30.794615529255056,0.02719159302930173,92.09481695517458,21.0,26.7,20.0,25.56,0.0,0.0,30.785558702475038,0.0,0.027140579325088788 
 08/25  10:21:00,28.185,13.129999999999999,0.009940727397012586,40.2,11.278793482259142,0.0,0.0,29.10750456536892,29.882087314794153,34.040168016949568,34.04014301129331,34.04014301129297,34.040143011293029,34.040143011293029,34.04016801565058,29.356690075183999,29.168586043819479,29.460493529340746,30.30645558872323,29.915409346678726,29.390306049619765,30.8036782525436,0.027242513569752274,92.21234279389832,21.0,26.7,20.0,25.56,0.0,0.0,30.794615529255056,0.0,0.02719159302930173 
 08/25  10:22:00,28.203333333333334,13.093333333333332,0.00991797476264395,40.06666666666666,11.278793482259142,0.0,0.0,29.114863321180793,29.89643254571893,34.086341602424,34.08631674717253,34.0863167471731,34.08631674717287,34.08631674717287,34.08634160113155,29.363795110052775,29.17568309212457,29.462750964474734,30.318870672586159,29.924576874825207,29.42127413395499,30.812746972976567,0.027293340211746638,92.32936540272874,21.0,26.7,20.0,25.56,0.0,0.0,30.8036782525436,0.0,0.027242513569752274 
 08/25  10:23:00,28.221666666666669,13.056666666666669,0.009895162213545977,39.93333333333334,11.278793482259142,0.0,0.0,29.122224741668103,29.91081383705174,34.132482439068898,34.13245773430708,34.13245773430765,34.13245773430731,34.13245773430731,34.13248243778514,29.370887201313275,29.18278658437413,29.4650087900134,30.33128465960488,29.933748230931028,29.452131855285399,30.82182171893221,0.02734407222191684,92.44587806139488,21.0,26.7,20.0,25.56,0.0,0.0,30.812746972976567,0.0,0.027293340211746638 
 08/25  10:24:00,28.240000000000003,13.02,0.009872289670961758,39.8,11.278793482259142,0.0,0.0,29.129588581589855,29.925229987433658,34.1786139746535,34.17858942045814,34.17858942045768,34.178589420458028,34.178589420458028,34.178613973378848,29.377965732113265,29.189896216684855,29.46726719814656,30.343696743919617,29.942923823439715,29.482879694226985,30.83090246643337,0.027394708867967869,92.56188410711832,21.0,26.7,20.0,25.56,0.0,0.0,30.82182171893221,0.0,0.02734407222191684 
 08/25  10:25:00,28.258333333333334,12.983333333333333,0.009849357056094823,39.666666666666667,11.278793482259142,0.0,0.0,29.13695438925894,29.939679695310688,34.22466493470711,34.224640531098547,34.22464053109775,34.224640531097637,34.22464053109786,34.224664933439047,29.385029914807587,29.19701136237745,29.469525888560566,30.356105834212476,29.95210093721544,29.513517036677106,30.839989136074104,0.02744524941841197,92.677381867803,21.0,26.7,20.0,25.56,0.0,0.0,30.83090246643337,0.0,0.027394708867967869 
 08/25  10:26:00,28.276666666666669,12.946666666666668,0.009826364290110359,39.53333333333333,11.278793482259142,0.0,0.0,29.144326615070005,29.954167093310894,34.2706971572336,34.27067290423463,34.270672904235599,34.27067290423565,34.27067290423554,34.27069715597423,29.392083977812015,29.204135693970377,29.47183367089244,30.368516702378888,29.96131532312876,29.544044611787393,30.84908189944053,0.027495693142336829,92.79236967920736,21.0,26.7,20.0,25.56,0.0,0.0,30.839989136074104,0.0,0.02744524941841197 
